term_str,n,p,stop,n_pos,max_pos,max_pos_group,dfidf
protestations,2,5.219589432314843e-07,0,1,NNS,NN,7.592457037268081
protested,2,5.219589432314843e-07,0,1,VBN,VB,13.184914074536161
protests,5,1.304897358078711e-06,0,1,NNS,NN,26.35264471190359
protocol,40,1.0439178864629687e-05,0,1,NN,NN,57.47931259628929
protocolized,1,2.6097947161574217e-07,0,1,VBN,VB,7.592457037268081
protocols,18,4.6976304890833596e-06,0,1,NNS,NN,39.80278832243191
proton,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
protracted,4,1.0439178864629687e-06,0,1,VBN,VB,18.022483609640773
protractedly,1,2.6097947161574217e-07,0,1,RB,RB,7.592457037268081
proud,20,5.219589432314844e-06,0,1,NN,NN,59.5849013323016
proudly,2,5.219589432314843e-07,0,1,RB,RB,7.592457037268081
provable,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
prove,49,1.2787994109171367e-05,0,1,NN,NN,81.78608253331737
proved,106,2.766382399126867e-05,0,1,VBN,VB,91.63110633864987
provedor,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
proven,109,2.84467624061159e-05,0,1,NN,NN,98.8204388833587
provenance,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
proveniente,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
proves,11,2.870774187773164e-06,0,1,NNS,NN,36.739656298144645
provide,1794,0.0004681971720786415,0,1,NN,NN,22.0987132317597
provided,5696,0.0014865390703232674,0,1,VBN,VB,4.2942714980552035
providence,11,2.870774187773164e-06,0,1,NN,NN,26.35264471190359
providences,2,5.219589432314843e-07,0,1,NNS,NN,13.184914074536161
providencia,7,1.8268563013101953e-06,0,1,NN,NN,13.184914074536161
providencias,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
provident,12,3.1317536593889062e-06,0,1,NN,NN,36.739656298144645
provider,19,4.958609960699101e-06,0,1,NN,NN,36.739656298144645
providers,14,3.6537126026203907e-06,0,1,NNS,NN,30.044967219281546
provides,486,0.0001268360232052507,0,1,VBZ,VB,85.90120342722611
providing,439,0.00011456998803931082,0,1,VBG,VB,82.26797299914743
province,1038,0.0002708966915371404,0,1,NN,NN,93.14626815033724
provinces,572,0.00014928025776420452,0,1,NNS,NN,97.43004237466778
provincesmember,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
provincesregions,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
provincesstates,2,5.219589432314843e-07,0,1,NNS,NN,7.592457037268081
provincial,1525,0.00039799369421400683,0,1,NN,NN,92.40586380855143
provinciale,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
proving,39,1.0178199393013946e-05,0,1,VBG,VB,84.08607629101769
provision,3442,0.0008982913413013846,0,1,NN,NN,36.09132258291184
provisional,245,6.393997054585683e-05,0,1,JJ,JJ,102.17215258203538
provisionally,35,9.134281506550976e-06,0,1,RB,RB,73.71502118733389
provisioned,25,6.524486790393554e-06,0,1,VBN,VB,13.184914074536161
provisioning,2,5.219589432314843e-07,0,1,VBG,VB,13.184914074536161
provisionor,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
provisions,6978,0.0018211147529346489,0,1,NNS,NN,9.913470065769111
proviso,90,2.3488152445416797e-05,0,1,NN,NN,81.78608253331737
provisoes,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
provisoires,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
provisorily,1,2.6097947161574217e-07,0,1,RB,RB,7.592457037268081
provisos,4,1.0439178864629687e-06,0,1,NN,NN,18.022483609640773
provocation,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
provocations,2,5.219589432314843e-07,0,1,NNS,NN,13.184914074536161
provoke,5,1.304897358078711e-06,0,1,NN,NN,26.35264471190359
provoked,1,2.6097947161574217e-07,0,1,VBN,VB,7.592457037268081
provokes,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
provosts,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
proxies,9,2.3488152445416798e-06,0,1,NNS,NN,26.35264471190359
proximate,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
proximity,8,2.0878357729259374e-06,0,1,NN,NN,26.35264471190359
proxy,28,7.307425205240781e-06,0,1,NN,NN,65.41057884761436
proyectos,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
prudence,7,1.8268563013101953e-06,0,1,NN,NN,22.369828149072323
prudent,8,2.0878357729259374e-06,0,1,NN,NN,36.739656298144645
prudential,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
prudently,2,5.219589432314843e-07,0,1,RB,RB,13.184914074536161
prudhomme,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
prune,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
prussia,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
près,3,7.829384148472266e-07,0,1,NN,NN,13.184914074536161
précis,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
précise,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
précisées,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
préjudice,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
présente,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
présentes,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
prétendre,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
prévisions,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
príncipe,22,5.741548375546328e-06,0,1,NN,NN,7.592457037268081
pseudonym,6,1.5658768296944531e-06,0,1,NN,NN,7.592457037268081
pskov,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
psychiatric,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
psychic,8,2.0878357729259374e-06,0,1,JJ,JJ,26.35264471190359
psychoactive,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
psychological,35,9.134281506550976e-06,0,1,JJ,JJ,70.58458686785455
psychologically,2,5.219589432314843e-07,0,1,RB,RB,13.184914074536161
psychology,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
psychosocial,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
psychotropic,8,2.0878357729259374e-06,0,1,NN,NN,30.044967219281546
pt,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pubertal,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
pubic,6,1.5658768296944531e-06,0,1,NN,NN,22.369828149072323
public,14725,0.0038429227195418037,0,1,NN,NN,0.0
publication,769,0.00020069321367250574,0,1,NN,NN,53.461896989393246
publications,35,9.134281506550976e-06,0,1,NNS,NN,70.58458686785455
publicise,9,2.3488152445416798e-06,0,1,NN,NN,26.35264471190359
publicised,3,7.829384148472266e-07,0,1,VBN,VB,13.184914074536161
publicising,1,2.6097947161574217e-07,0,1,VBG,VB,7.592457037268081
publicity,80,2.0878357729259374e-05,0,1,NN,NN,99.22875489564903
publicize,9,2.3488152445416798e-06,0,1,NN,NN,39.80278832243191
publicized,3,7.829384148472266e-07,0,1,VBN,VB,18.022483609640773
publicizing,4,1.0439178864629687e-06,0,1,VBG,VB,18.022483609640773
publick,6,1.5658768296944531e-06,0,1,NN,NN,7.592457037268081
publicly,94,2.4532070331879763e-05,0,1,RB,RB,97.43004237466778
publicmixed,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
publics,3,7.829384148472266e-07,0,1,NNS,NN,13.184914074536161
publique,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
publiquepublic,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
publish,202,5.271785326637992e-05,0,1,NN,NN,102.34227170129566
published,902,0.00023540348339739944,0,1,VBN,VB,42.1079656237076
publisher,8,2.0878357729259374e-06,0,1,NN,NN,18.022483609640773
publishers,6,1.5658768296944531e-06,0,1,NNS,NN,26.35264471190359
publishes,19,4.958609960699101e-06,0,1,NNS,NN,45.46327960493862
publishing,38,9.917219921398202e-06,0,1,NN,NN,77.98285922589334
publíquese,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
puebla,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pueblo,8,2.0878357729259374e-06,0,1,NN,NN,26.35264471190359
pueblos,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
puerperal,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
puestos,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
puisne,66,1.7224645126638985e-05,0,1,NN,NN,36.739656298144645
puissance,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
puissances,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
pular,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pule,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pulp,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pulpit,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pulse,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
punakha,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
punans,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
punctual,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
punctually,2,5.219589432314843e-07,0,1,RB,RB,7.592457037268081
puni,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
punish,60,1.565876829694453e-05,0,1,NN,NN,85.1698026646032
punishable,212,5.532764798253734e-05,0,1,JJ,JJ,101.64231539045745
punished,170,4.436651017467617e-05,0,1,VBN,VB,100.5606185960822
punishes,8,2.0878357729259374e-06,0,1,NNS,NN,33.49571480647333
punishing,36,9.395260978166719e-06,0,1,VBG,VB,81.78608253331737
punishment,579,0.00015110711406551473,0,1,NN,NN,59.81945235170616
punishments,61,1.5919747768560272e-05,0,1,NNS,NN,93.14626815033724
punitive,15,3.914692074236132e-06,0,1,JJ,JJ,45.46327960493862
punitively,1,2.6097947161574217e-07,0,1,RB,RB,7.592457037268081
punjab,17,4.436651017467617e-06,0,1,NN,NN,13.184914074536161
punjabi,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
puno,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pupil,5,1.304897358078711e-06,0,1,NN,NN,13.184914074536161
pupils,32,8.35134309170375e-06,0,1,NNS,NN,63.54606095266541
pur,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
purchase,65,1.6963665655023242e-05,0,1,NN,NN,87.21115328972765
purchased,5,1.304897358078711e-06,0,1,VBN,VB,26.35264471190359
purchases,12,3.1317536593889062e-06,0,1,NNS,NN,30.044967219281546
purchasing,14,3.6537126026203907e-06,0,1,NN,NN,48.08993443856309
pure,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
purely,9,2.3488152445416798e-06,0,1,RB,RB,30.044967219281546
pureza,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
purgar,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
purge,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
purged,1,2.6097947161574217e-07,0,1,VBN,VB,7.592457037268081
purity,9,2.3488152445416798e-06,0,1,NN,NN,33.49571480647333
purple,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
purport,6,1.5658768296944531e-06,0,1,NN,NN,30.044967219281546
purported,54,1.4092891467250078e-05,0,1,VBN,VB,45.46327960493862
purportedly,1,2.6097947161574217e-07,0,1,RB,RB,7.592457037268081
purporting,65,1.6963665655023242e-05,0,1,VBG,VB,68.92655920987724
purports,20,5.219589432314844e-06,0,1,NNS,NN,39.80278832243191
purpose,2769,0.0007226521569039901,0,1,NN,NN,44.452279035412275
purposed,3,7.829384148472266e-07,0,1,VBN,VB,13.184914074536161
purposeful,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
purposes,2612,0.0006816783798603186,0,1,NNS,NN,62.86480832240256
purse,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
purses,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
pursuance,543,0.000141711853087348,0,1,NN,NN,100.59961044414948
pursuant,1021,0.0002664600405196728,0,1,NN,NN,95.3469413016586
pursue,103,2.6880885576421443e-05,0,1,NN,NN,101.75615816739433
pursued,48,1.2527014637555625e-05,0,1,VBN,VB,82.95862519257858
pursuer,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
pursues,6,1.5658768296944531e-06,0,1,NNS,NN,26.35264471190359
pursuing,20,5.219589432314844e-06,0,1,VBG,VB,57.47931259628929
pursuit,38,9.917219921398202e-06,0,1,NN,NN,82.95862519257858
pursuits,6,1.5658768296944531e-06,0,1,NNS,NN,26.35264471190359
purview,29,7.568404676856523e-06,0,1,NN,NN,48.08993443856309
purviews,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
push,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
puslinch,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
put,290,7.568404676856523e-05,0,1,NN,NN,93.84323292025165
putih,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
putonghua,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
putrajaya,17,4.436651017467617e-06,0,1,NN,NN,7.592457037268081
puts,10,2.609794716157422e-06,0,1,NNS,NN,36.739656298144645
putsch,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
putt,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
puttalam,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
putting,21,5.480568903930586e-06,0,1,VBG,VB,59.5849013323016
putumayo,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pyi,33,8.612322563319493e-06,0,1,NN,NN,7.592457037268081
pyidaungsu,176,4.593238700437062e-05,0,1,NN,NN,7.592457037268081
pyinkado,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
pyithu,182,4.7498263834065074e-05,0,1,NN,NN,7.592457037268081
pyongyang,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pyramid,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pyrotechnics,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
pyuthan,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pátria,2,5.219589432314843e-07,0,1,NNS,NN,7.592457037268081
pélicans,2,5.219589432314843e-07,0,1,NNS,NN,7.592457037268081
pénale,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
pérennité,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
péréquation,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
pública,3,7.829384148472266e-07,0,1,NN,NN,18.022483609640773
públicas,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
público,6,1.5658768296944531e-06,0,1,NN,NN,26.35264471190359
públicos,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
q,10,2.609794716157422e-06,0,1,NN,NN,30.044967219281546
qacha,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
qadi,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
qamaña,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
qasas,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
qassaman,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
qatar,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
qatari,5,1.304897358078711e-06,0,1,NN,NN,7.592457037268081
qaumi,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
qhapaj,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
qhilla,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
qirghiz,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
qizilbash,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quaan,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quadiani,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quadrant,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quaestors,2,5.219589432314843e-07,0,1,NNS,NN,7.592457037268081
quaid,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
qualification,163,4.2539653873365975e-05,0,1,NN,NN,98.8204388833587
qualifications,598,0.0001560657240262138,0,1,NNS,NN,95.3469413016586
qualified,1084,0.00028290174723146454,0,1,VBN,VB,87.93143690357336
qualifies,27,7.046445733625039e-06,0,1,NNS,NN,45.46327960493862
qualify,60,1.565876829694453e-05,0,1,VB,VB,84.08607629101769
qualifying,86,2.2444234558953827e-05,0,1,VBG,VB,36.739656298144645
qualitative,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
qualities,33,8.612322563319493e-06,0,1,NNS,NN,55.28349662489343
quality,279,7.281327258079207e-05,0,1,NN,NN,101.80542683818723
qualité,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quantifiable,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
quantified,2,5.219589432314843e-07,0,1,VBN,VB,13.184914074536161
quantitative,5,1.304897358078711e-06,0,1,NN,NN,18.022483609640773
quantities,5,1.304897358078711e-06,0,1,NNS,NN,22.369828149072323
quantity,33,8.612322563319493e-06,0,1,NN,NN,67.20293190427572
quaquidem,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quarantine,18,4.6976304890833596e-06,0,1,NN,NN,45.46327960493862
quarantines,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
quarried,1,2.6097947161574217e-07,0,1,VBN,VB,7.592457037268081
quarries,6,1.5658768296944531e-06,0,1,NNS,NN,26.35264471190359
quarrying,1,2.6097947161574217e-07,0,1,VBG,VB,7.592457037268081
quarter,101,2.635892663318996e-05,0,1,NN,NN,95.77980472275082
quartered,3,7.829384148472266e-07,0,1,VBN,VB,18.022483609640773
quartering,2,5.219589432314843e-07,0,1,VBG,VB,7.592457037268081
quarterly,11,2.870774187773164e-06,0,1,RB,RB,36.739656298144645
quarters,72,1.8790521956333438e-05,0,1,NNS,NN,95.77980472275082
quartiers,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
quash,4,1.0439178864629687e-06,0,1,NN,NN,13.184914074536161
quashed,12,3.1317536593889062e-06,0,1,NNS,NN,39.80278832243191
quashes,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
quashing,15,3.914692074236132e-06,0,1,VBG,VB,26.35264471190359
quasi,26,6.7854662620092965e-06,0,1,NN,NN,59.5849013323016
quddisa,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quds,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
que,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quebec,79,2.061737825764363e-05,0,1,NN,NN,7.592457037268081
quechua,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
queen,186,4.854218172052805e-05,0,1,NN,NN,68.92655920987724
queene,7,1.8268563013101953e-06,0,1,NN,NN,7.592457037268081
queens,58,1.5136809353713046e-05,0,1,NNS,NN,30.044967219281546
queensland,9,2.3488152445416798e-06,0,1,NN,NN,13.184914074536161
quehacer,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quell,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quelling,3,7.829384148472266e-07,0,1,VBG,VB,18.022483609640773
queries,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
query,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
querétaro,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quest,3,7.829384148472266e-07,0,1,NN,NN,18.022483609640773
questeur,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
questeurs,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
question,1973,0.0005149124974978593,0,1,NN,NN,69.61159442932868
questioned,97,2.531500874672699e-05,0,1,VBN,VB,96.35973775425236
questioner,4,1.0439178864629687e-06,0,1,NN,NN,13.184914074536161
questioners,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
questioning,16,4.175671545851875e-06,0,1,VBG,VB,52.99142961294667
questionings,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
questionnaire,5,1.304897358078711e-06,0,1,NN,NN,13.184914074536161
questions,383,9.995513762882926e-05,0,1,NNS,NN,75.83450077031429
questionsissues,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
quiché,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quick,7,1.8268563013101953e-06,0,1,NN,NN,33.49571480647333
quickened,1,2.6097947161574217e-07,0,1,VBN,VB,7.592457037268081
quickly,9,2.3488152445416798e-06,0,1,RB,RB,33.49571480647333
quiet,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
quinine,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quinquenio,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quintana,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quintessence,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quintessential,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
quinzaine,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quiriguá,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quit,4,1.0439178864629687e-06,0,1,NN,NN,18.022483609640773
quito,6,1.5658768296944531e-06,0,1,NN,NN,7.592457037268081
quitted,1,2.6097947161574217e-07,0,1,VBN,VB,7.592457037268081
quo,11,2.870774187773164e-06,0,1,NN,NN,30.044967219281546
quorum,265,6.915955997817168e-05,0,1,NN,NN,101.80542683818723
quorums,4,1.0439178864629687e-06,0,1,NNS,NN,22.369828149072323
quota,58,1.5136809353713046e-05,0,1,NN,NN,75.1924502973017
quotas,22,5.741548375546328e-06,0,1,NNS,NN,55.28349662489343
quote,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
quoted,1,2.6097947161574217e-07,0,1,VBN,VB,7.592457037268081
quotient,31,8.090363620088008e-06,0,1,NN,NN,39.80278832243191
quotients,10,2.609794716157422e-06,0,1,NNS,NN,13.184914074536161
qur,25,6.524486790393554e-06,0,1,NN,NN,18.022483609640773
quran,14,3.6537126026203907e-06,0,1,NN,NN,18.022483609640773
quthing,1,2.6097947161574217e-07,0,1,VBG,VB,7.592457037268081
quwain,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
r,24,6.2635073187778125e-06,0,1,NN,NN,48.08993443856309
r101,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
r25,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
raad,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
rabah,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
rabbis,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
rabdeys,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
rabeeu,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
rabi,5,1.304897358078711e-06,0,1,NN,NN,18.022483609640773
race,248,6.472290896070406e-05,0,1,NN,NN,90.45750979129808
races,38,9.917219921398202e-06,0,1,NNS,NN,39.80278832243191
racetracks,2,5.219589432314843e-07,0,1,NNS,NN,13.184914074536161
racial,85,2.2183255087338084e-05,0,1,JJ,JJ,96.90961246449075
racialism,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
racially,3,7.829384148472266e-07,0,1,RB,RB,7.592457037268081
racing,4,1.0439178864629687e-06,0,1,VBG,VB,22.369828149072323
racism,25,6.524486790393554e-06,0,1,NN,NN,63.54606095266541
racist,4,1.0439178864629687e-06,0,1,NN,NN,22.369828149072323
racketeering,3,7.829384148472266e-07,0,1,NN,NN,13.184914074536161
rada,191,4.984707907860675e-05,0,1,NN,NN,7.592457037268081
radcliffe,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
radiant,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
radiated,1,2.6097947161574217e-07,0,1,VBN,VB,7.592457037268081
radiation,8,2.0878357729259374e-06,0,1,NN,NN,33.49571480647333
radiations,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
radicación,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
radical,2,5.219589432314843e-07,0,1,JJ,JJ,13.184914074536161
radii,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
radio,183,4.775924330568082e-05,0,1,NN,NN,93.85311841975447
radioactive,24,6.2635073187778125e-06,0,1,NN,NN,45.46327960493862
radioed,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
radioelectric,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
radioisotopes,3,7.829384148472266e-07,0,1,NNS,NN,7.592457037268081
radiotelegraphy,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
radius,10,2.609794716157422e-06,0,1,NN,NN,18.022483609640773
radié,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
rae,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
raffles,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
rafi,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
raft,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
rafts,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
rage,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
raglan,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
raha,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
rahaman,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
rahman,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
raids,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
raigne,5,1.304897358078711e-06,0,1,NN,NN,7.592457037268081
rail,25,6.524486790393554e-06,0,1,NN,NN,33.49571480647333
railroad,5,1.304897358078711e-06,0,1,NN,NN,22.369828149072323
railroads,7,1.8268563013101953e-06,0,1,NNS,NN,30.044967219281546
railway,47,1.2266035165939882e-05,0,1,NN,NN,57.47931259628929
railways,50,1.3048973580787108e-05,0,1,NNS,NN,72.17986887712618
rain,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
rainfall,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
rains,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
raise,121,3.1578516065504805e-05,0,1,NN,NN,101.46116978505991
raised,243,6.341801160262535e-05,0,1,VBN,VB,93.3135205387408
raisers,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
raises,16,4.175671545851875e-06,0,1,NNS,NN,48.08993443856309
raising,145,3.7842023384282616e-05,0,1,VBG,VB,102.39134805380388
raison,4,1.0439178864629687e-06,0,1,NN,NN,22.369828149072323
raiyat,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
raizal,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
raja,8,2.0878357729259374e-06,0,1,NN,NN,13.184914074536161
rajasthan,31,8.090363620088008e-06,0,1,NN,NN,7.592457037268081
rajpramukh,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
rajshahi,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
rakai,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
rakhine,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
rakyat,3,7.829384148472266e-07,0,1,NN,NN,13.184914074536161
raleigh,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
